strategy,run,iteration,value
ring,9,29,1.2599655150919016
ring,9,30,1.2599655150919016
multikuti,0,1,1.2527013776707812
multikuti,0,2,1.2599655150919016
multikuti,0,3,1.2590574979142617
multikuti,0,4,1.2599655150919016
multikuti,0,5,1.2590574979142617
multikuti,0,6,1.2572414635589815
multikuti,0,7,1.2599655150919016
multikuti,0,8,1.2590574979142617
multikuti,0,9,1.2599655150919016
multikuti,0,10,1.2599655150919016
multikuti,0,11,1.2599655150919016
multikuti,0,12,1.2599655150919016
multikuti,0,13,1.2599655150919016
multikuti,0,14,1.2599655150919016
multikuti,0,15,1.2590574979142617
multikuti,0,16,1.2599655150919016
multikuti,0,17,1.2590574979142617
multikuti,0,18,1.2599655150919016
multikuti,0,19,1.2590574979142617
multikuti,0,20,1.2590574979142617
multikuti,0,21,1.2599655150919016
multikuti,0,22,1.2590574979142617
multikuti,0,23,1.2590574979142617
multikuti,0,24,1.2599655150919016
multikuti,0,25,1.2581494807366216
multikuti,0,26,1.2590574979142617
multikuti,0,27,1.2590574979142617
multikuti,0,28,1.2599655150919016
multikuti,0,29,1.2599655150919016
multikuti,0,30,1.2599655150919016
multikuti,1,1,1.248161291782581
multikuti,1,2,1.2599655150919016
multikuti,1,3,1.2599655150919016
multikuti,1,4,1.2590574979142617
multikuti,1,5,1.25630830298461
multikuti,1,6,1.2590574979142617
multikuti,1,7,1.2599655150919016
multikuti,1,8,1.2599655150919016
multikuti,1,9,1.2599655150919016
multikuti,1,10,1.2599655150919016
multikuti,1,11,1.2572414635589815
multikuti,1,12,1.2581243373398903
multikuti,1,13,1.2599655150919016
multikuti,1,14,1.2599655150919016
multikuti,1,15,1.2590574979142617
multikuti,1,16,1.2572163201622502
multikuti,1,17,1.2590323545175302
multikuti,1,18,1.2590574979142617
multikuti,1,19,1.2599655150919016
multikuti,1,20,1.2599655150919016
multikuti,1,21,1.2590574979142617
multikuti,1,22,1.2590574979142617
multikuti,1,23,1.2572414635589815
multikuti,1,24,1.2581494807366211
multikuti,1,25,1.2599655150919016
multikuti,1,26,1.2599655150919016
multikuti,1,27,1.2590574979142617
multikuti,1,28,1.2599655150919016
multikuti,1,29,1.2590574979142617
multikuti,1,30,1.2590323545175302
multikuti,2,1,1.2563334463813411
multikuti,2,2,1.2590574979142617
multikuti,2,3,1.2599655150919016
multikuti,2,4,1.2590574979142617
multikuti,2,5,1.2599655150919016
multikuti,2,6,1.2599655150919016
multikuti,2,7,1.2599655150919016
multikuti,2,8,1.2572414635589815
multikuti,2,9,1.2590574979142617
multikuti,2,10,1.2590574979142617
multikuti,2,11,1.2581243373398903
multikuti,2,12,1.2599655150919016
multikuti,2,13,1.2590574979142617
multikuti,2,14,1.2599655150919016
multikuti,2,15,1.2590574979142617
multikuti,2,16,1.2581243373398903
multikuti,2,17,1.2599655150919016
multikuti,2,18,1.2590574979142617
multikuti,2,19,1.2590574979142617
multikuti,2,20,1.256114658654099
multikuti,2,21,1.2599655150919016
multikuti,2,22,1.2599655150919016
multikuti,2,23,1.2590574979142617
multikuti,2,24,1.2599655150919016
multikuti,2,25,1.2585830361615602
multikuti,2,26,1.2599655150919016
multikuti,2,27,1.2599655150919016
multikuti,2,28,1.2599655150919016
multikuti,2,29,1.2581243373398903
multikuti,2,30,1.2599655150919016
multikuti,3,1,1.2572414635589813
multikuti,3,2,1.2590574979142617
multikuti,3,3,1.2599655150919016
multikuti,3,4,1.2599655150919016
multikuti,3,5,1.2590574979142617
multikuti,3,6,1.2581494807366216
multikuti,3,7,1.2590574979142617
multikuti,3,8,1.2599655150919016
multikuti,3,9,1.2590574979142617
multikuti,3,10,1.2590574979142617
multikuti,3,11,1.2581243373398903
multikuti,3,12,1.2581494807366216
multikuti,3,13,1.2552066414764589
multikuti,3,14,1.2599655150919016
multikuti,3,15,1.2590323545175302
multikuti,3,16,1.2599655150919016
multikuti,3,17,1.2599655150919016
multikuti,3,18,1.2590574979142617
multikuti,3,19,1.2599655150919016
multikuti,3,20,1.2570226758317393
multikuti,3,21,1.2590574979142617
multikuti,3,22,1.2590574979142617
